timestamp,open,high,low,close
2021-03-23 22:35:00,1.1848,1.1850,1.1847,1.1849
2021-03-23 22:30:00,1.1847,1.1849,1.1845,1.1849
2021-03-23 22:25:00,1.1848,1.1850,1.1845,1.1847
2021-03-23 22:20:00,1.1850,1.1851,1.1847,1.1849
2021-03-23 22:15:00,1.1849,1.1851,1.1846,1.1850
2021-03-23 22:10:00,1.1849,1.1851,1.1847,1.1849
2021-03-23 22:05:00,1.1849,1.1850,1.1844,1.1850
2021-03-23 22:00:00,1.1850,1.1851,1.1844,1.1849
2021-03-23 21:55:00,1.1851,1.1853,1.1848,1.1850
2021-03-23 21:50:00,1.1852,1.1853,1.1849,1.1851
2021-03-23 21:45:00,1.1851,1.1853,1.1849,1.1852
2021-03-23 21:40:00,1.1851,1.1852,1.1849,1.1852
2021-03-23 21:35:00,1.1851,1.1852,1.1850,1.1851
2021-03-23 21:30:00,1.1852,1.1853,1.1849,1.1852
2021-03-23 21:25:00,1.1850,1.1853,1.1849,1.1853
2021-03-23 21:20:00,1.1849,1.1852,1.1848,1.1851
2021-03-23 21:15:00,1.1849,1.1851,1.1847,1.1850
2021-03-23 21:10:00,1.1848,1.1851,1.1847,1.1849
2021-03-23 21:05:00,1.1849,1.1853,1.1847,1.1848
2021-03-23 21:00:00,1.1849,1.1851,1.1846,1.1848
2021-03-23 20:55:00,1.1846,1.1849,1.1844,1.1848
2021-03-23 20:50:00,1.1848,1.1849,1.1843,1.1846
2021-03-23 20:45:00,1.1847,1.1849,1.1846,1.1848
2021-03-23 20:40:00,1.1846,1.1848,1.1846,1.1848
2021-03-23 20:35:00,1.1849,1.1849,1.1845,1.1847
2021-03-23 20:30:00,1.1849,1.1850,1.1847,1.1848
2021-03-23 20:25:00,1.1849,1.1850,1.1846,1.1849
2021-03-23 20:20:00,1.1848,1.1849,1.1846,1.1849
2021-03-23 20:15:00,1.1847,1.1848,1.1844,1.1848
2021-03-23 20:10:00,1.1844,1.1848,1.1840,1.1847
2021-03-23 20:05:00,1.1848,1.1848,1.1843,1.1844
2021-03-23 20:00:00,1.1849,1.1850,1.1846,1.1848
2021-03-23 19:55:00,1.1852,1.1852,1.1847,1.1848
2021-03-23 19:50:00,1.1851,1.1854,1.1850,1.1852
2021-03-23 19:45:00,1.1850,1.1851,1.1848,1.1849
2021-03-23 19:40:00,1.1848,1.1851,1.1847,1.1849
2021-03-23 19:35:00,1.1853,1.1853,1.1848,1.1850
2021-03-23 19:30:00,1.1852,1.1854,1.1849,1.1852
2021-03-23 19:25:00,1.1853,1.1854,1.1848,1.1852
2021-03-23 19:20:00,1.1852,1.1854,1.1851,1.1852
2021-03-23 19:15:00,1.1853,1.1855,1.1851,1.1854
2021-03-23 19:10:00,1.1855,1.1856,1.1851,1.1853
2021-03-23 19:05:00,1.1852,1.1855,1.1849,1.1853
2021-03-23 19:00:00,1.1853,1.1854,1.1848,1.1851
2021-03-23 18:55:00,1.1855,1.1855,1.1851,1.1854
2021-03-23 18:50:00,1.1852,1.1855,1.1851,1.1855
2021-03-23 18:45:00,1.1853,1.1854,1.1849,1.1854
2021-03-23 18:40:00,1.1850,1.1853,1.1848,1.1853
2021-03-23 18:35:00,1.1852,1.1853,1.1847,1.1850
2021-03-23 18:30:00,1.1854,1.1855,1.1850,1.1853
2021-03-23 18:25:00,1.1856,1.1856,1.1852,1.1854
2021-03-23 18:20:00,1.1856,1.1858,1.1853,1.1855
2021-03-23 18:15:00,1.1857,1.1858,1.1854,1.1856
2021-03-23 18:10:00,1.1856,1.1858,1.1853,1.1856
2021-03-23 18:05:00,1.1857,1.1858,1.1853,1.1856
2021-03-23 18:00:00,1.1863,1.1863,1.1854,1.1857
2021-03-23 17:55:00,1.1863,1.1864,1.1860,1.1862
2021-03-23 17:50:00,1.1860,1.1863,1.1858,1.1863
2021-03-23 17:45:00,1.1856,1.1860,1.1854,1.1859
2021-03-23 17:40:00,1.1861,1.1862,1.1855,1.1856
2021-03-23 17:35:00,1.1862,1.1864,1.1859,1.1861
2021-03-23 17:30:00,1.1865,1.1865,1.1858,1.1863
2021-03-23 17:25:00,1.1863,1.1865,1.1861,1.1865
2021-03-23 17:20:00,1.1862,1.1866,1.1860,1.1863
2021-03-23 17:15:00,1.1862,1.1863,1.1858,1.1861
2021-03-23 17:10:00,1.1862,1.1862,1.1858,1.1860
2021-03-23 17:05:00,1.1863,1.1864,1.1859,1.1862
2021-03-23 17:00:00,1.1864,1.1865,1.1860,1.1863
2021-03-23 16:55:00,1.1863,1.1865,1.1860,1.1864
2021-03-23 16:50:00,1.1861,1.1863,1.1858,1.1863
2021-03-23 16:45:00,1.1860,1.1864,1.1858,1.1862
2021-03-23 16:40:00,1.1860,1.1862,1.1858,1.1861
2021-03-23 16:35:00,1.1865,1.1866,1.1857,1.1860
2021-03-23 16:30:00,1.1868,1.1868,1.1862,1.1865
2021-03-23 16:25:00,1.1867,1.1869,1.1864,1.1868
2021-03-23 16:20:00,1.1866,1.1868,1.1863,1.1867
2021-03-23 16:15:00,1.1866,1.1867,1.1862,1.1866
2021-03-23 16:10:00,1.1864,1.1869,1.1864,1.1865
2021-03-23 16:05:00,1.1872,1.1873,1.1864,1.1866
2021-03-23 16:00:00,1.1866,1.1873,1.1864,1.1872
2021-03-23 15:55:00,1.1865,1.1870,1.1863,1.1866
2021-03-23 15:50:00,1.1865,1.1866,1.1862,1.1865
