timestamp,position,quantity,open price,close price,P/L,status
2021-02-24 00:53:00.272139,SHORT,10000.0,105.224,105.39,-1659.9999999999682,LOSS
2021-02-24 05:49:00.115849,SHORT,10000.0,105.385,105.568,-1829.9999999999272,LOSS
