timestamp,open,high,low,close
2021-02-11 20:50:00,144.6880,144.6910,144.6500,144.6500
2021-02-11 20:45:00,144.6870,144.6980,144.6430,144.6880
2021-02-11 20:40:00,144.6720,144.6940,144.6400,144.6600
2021-02-11 20:35:00,144.6680,144.6940,144.6370,144.6400
2021-02-11 20:30:00,144.6590,144.6750,144.6200,144.6690
2021-02-11 20:25:00,144.6460,144.6650,144.6100,144.6300
2021-02-11 20:20:00,144.6480,144.6530,144.6000,144.6410
2021-02-11 20:15:00,144.5700,144.6540,144.5600,144.6530
2021-02-11 20:10:00,144.6190,144.6300,144.5600,144.5970
2021-02-11 20:05:00,144.6000,144.6280,144.5700,144.5900
2021-02-11 20:00:00,144.6260,144.6420,144.5780,144.6060
2021-02-11 19:55:00,144.6400,144.6680,144.5970,144.6000
2021-02-11 19:50:00,144.6650,144.6760,144.6250,144.6610
2021-02-11 19:45:00,144.6590,144.6700,144.6200,144.6400
2021-02-11 19:40:00,144.6200,144.6740,144.6100,144.6580
2021-02-11 19:35:00,144.6740,144.6800,144.6100,144.6560
2021-02-11 19:30:00,144.7000,144.7200,144.6400,144.6730
2021-02-11 19:25:00,144.7050,144.7180,144.6500,144.7050
2021-02-11 19:20:00,144.6900,144.7120,144.6570,144.7050
2021-02-11 19:15:00,144.6910,144.7060,144.6200,144.6930
2021-02-11 19:10:00,144.6920,144.7110,144.6500,144.6860
2021-02-11 19:05:00,144.6900,144.7240,144.6500,144.6900
2021-02-11 19:00:00,144.7260,144.7390,144.6900,144.7120
2021-02-11 18:55:00,144.6690,144.7360,144.6360,144.7280
2021-02-11 18:50:00,144.6750,144.6750,144.6140,144.6670
2021-02-11 18:45:00,144.6900,144.7000,144.6400,144.6500
2021-02-11 18:40:00,144.6870,144.6970,144.6530,144.6870
2021-02-11 18:35:00,144.6830,144.6880,144.6300,144.6600
2021-02-11 18:30:00,144.6910,144.6940,144.6490,144.6850
2021-02-11 18:25:00,144.6600,144.6920,144.6300,144.6920
2021-02-11 18:20:00,144.6650,144.6820,144.6100,144.6300
2021-02-11 18:15:00,144.6460,144.6700,144.6000,144.6600
