timestamp,position,quantity,open price,close price,P/L,status
2021-02-23 16:05:00.088899,SHORT,10000.0,1.21471,1.21683,-21.200000000001218,LOSS
2021-02-23 22:01:00.108859,SHORT,10000.0,1.21422,1.21598,-17.599999999999838,LOSS
