timestamp,open,high,low,close
2021-02-11 20:50:00,1.3818,1.3818,1.3815,1.3817
2021-02-11 20:45:00,1.3815,1.3818,1.3813,1.3817
2021-02-11 20:40:00,1.3813,1.3817,1.3811,1.3814
2021-02-11 20:35:00,1.3815,1.3816,1.3810,1.3812
2021-02-11 20:30:00,1.3814,1.3816,1.3811,1.3815
2021-02-11 20:25:00,1.3811,1.3814,1.3809,1.3812
2021-02-11 20:20:00,1.3811,1.3812,1.3807,1.3811
2021-02-11 20:15:00,1.3804,1.3812,1.3802,1.3811
2021-02-11 20:10:00,1.3806,1.3808,1.3803,1.3805
2021-02-11 20:05:00,1.3804,1.3807,1.3802,1.3806
2021-02-11 20:00:00,1.3804,1.3806,1.3802,1.3804
2021-02-11 19:55:00,1.3808,1.3809,1.3803,1.3805
2021-02-11 19:50:00,1.3810,1.3810,1.3807,1.3809
2021-02-11 19:45:00,1.3806,1.3810,1.3805,1.3809
2021-02-11 19:40:00,1.3808,1.3809,1.3803,1.3807
2021-02-11 19:35:00,1.3811,1.3811,1.3806,1.3808
2021-02-11 19:30:00,1.3812,1.3815,1.3808,1.3811
2021-02-11 19:25:00,1.3809,1.3813,1.3808,1.3812
2021-02-11 19:20:00,1.3808,1.3812,1.3805,1.3811
2021-02-11 19:15:00,1.3811,1.3811,1.3804,1.3808
2021-02-11 19:10:00,1.3809,1.3811,1.3806,1.3810
2021-02-11 19:05:00,1.3814,1.3814,1.3807,1.3809
2021-02-11 19:00:00,1.3813,1.3815,1.3811,1.3814
2021-02-11 18:55:00,1.3808,1.3814,1.3807,1.3814
2021-02-11 18:50:00,1.3809,1.3810,1.3806,1.3809
2021-02-11 18:45:00,1.3812,1.3813,1.3807,1.3809
2021-02-11 18:40:00,1.3812,1.3813,1.3810,1.3812
2021-02-11 18:35:00,1.3812,1.3813,1.3808,1.3811
2021-02-11 18:30:00,1.3814,1.3814,1.3809,1.3812
2021-02-11 18:25:00,1.3808,1.3814,1.3806,1.3814
2021-02-11 18:20:00,1.3811,1.3811,1.3805,1.3808
2021-02-11 18:15:00,1.3805,1.3812,1.3803,1.3811
2021-02-11 18:10:00,1.3810,1.3810,1.3803,1.3805
2021-02-11 18:05:00,1.3809,1.3812,1.3805,1.3808
2021-02-11 18:00:00,1.3806,1.3811,1.3804,1.3811
2021-02-11 17:55:00,1.3807,1.3808,1.3800,1.3806
2021-02-11 17:50:00,1.3805,1.3808,1.3800,1.3807
2021-02-11 17:45:00,1.3807,1.3808,1.3803,1.3805
2021-02-11 17:40:00,1.3806,1.3808,1.3803,1.3807
2021-02-11 17:35:00,1.3803,1.3809,1.3801,1.3806
2021-02-11 17:30:00,1.3806,1.3809,1.3799,1.3803
2021-02-11 17:25:00,1.3807,1.3809,1.3805,1.3806
2021-02-11 17:20:00,1.3814,1.3815,1.3805,1.3807
2021-02-11 17:15:00,1.3813,1.3815,1.3810,1.3813
2021-02-11 17:10:00,1.3818,1.3820,1.3811,1.3813
2021-02-11 17:05:00,1.3820,1.3821,1.3816,1.3819
2021-02-11 17:00:00,1.3818,1.3821,1.3814,1.3820
2021-02-11 16:55:00,1.3818,1.3820,1.3813,1.3816
2021-02-11 16:50:00,1.3817,1.3818,1.3813,1.3817
2021-02-11 16:45:00,1.3814,1.3818,1.3811,1.3817
2021-02-11 16:40:00,1.3815,1.3818,1.3812,1.3814
2021-02-11 16:35:00,1.3816,1.3817,1.3813,1.3815
2021-02-11 16:30:00,1.3812,1.3817,1.3810,1.3816
2021-02-11 16:25:00,1.3812,1.3812,1.3808,1.3811
2021-02-11 16:20:00,1.3815,1.3815,1.3807,1.3812
2021-02-11 16:15:00,1.3814,1.3817,1.3810,1.3815
2021-02-11 16:10:00,1.3816,1.3818,1.3809,1.3814
2021-02-11 16:05:00,1.3818,1.3822,1.3813,1.3813
2021-02-11 16:00:00,1.3824,1.3825,1.3816,1.3817
2021-02-11 15:55:00,1.3822,1.3829,1.3822,1.3822
2021-02-11 15:50:00,1.3825,1.3828,1.3821,1.3823
2021-02-11 15:45:00,1.3828,1.3832,1.3823,1.3825
2021-02-11 15:40:00,1.3827,1.3832,1.3824,1.3828
2021-02-11 15:35:00,1.3828,1.3830,1.3822,1.3827
2021-02-11 15:30:00,1.3821,1.3833,1.3819,1.3826
2021-02-11 15:25:00,1.3819,1.3823,1.3817,1.3821
2021-02-11 15:20:00,1.3821,1.3821,1.3814,1.3818
2021-02-11 15:15:00,1.3821,1.3822,1.3816,1.3821
2021-02-11 15:10:00,1.3820,1.3823,1.3815,1.3821
2021-02-11 15:05:00,1.3812,1.3821,1.3810,1.3820
2021-02-11 15:00:00,1.3816,1.3818,1.3810,1.3813
2021-02-11 14:55:00,1.3824,1.3825,1.3813,1.3815
2021-02-11 14:50:00,1.3828,1.3830,1.3822,1.3824
2021-02-11 14:45:00,1.3829,1.3830,1.3820,1.3828
2021-02-11 14:40:00,1.3827,1.3830,1.3821,1.3828
2021-02-11 14:35:00,1.3823,1.3829,1.3822,1.3827
2021-02-11 14:30:00,1.3821,1.3825,1.3820,1.3822
2021-02-11 14:25:00,1.3818,1.3822,1.3814,1.3822
2021-02-11 14:20:00,1.3823,1.3824,1.3814,1.3818
2021-02-11 14:15:00,1.3828,1.3831,1.3819,1.3823
2021-02-11 14:10:00,1.3828,1.3832,1.3824,1.3828
2021-02-11 14:05:00,1.3836,1.3837,1.3825,1.3827
2021-02-11 14:00:00,1.3840,1.3841,1.3834,1.3835
2021-02-11 13:55:00,1.3839,1.3841,1.3837,1.3840
2021-02-11 13:50:00,1.3837,1.3842,1.3835,1.3838
2021-02-11 13:45:00,1.3837,1.3840,1.3833,1.3837
2021-02-11 13:40:00,1.3838,1.3839,1.3833,1.3837
2021-02-11 13:35:00,1.3839,1.3841,1.3836,1.3838
2021-02-11 13:30:00,1.3842,1.3843,1.3836,1.3839
2021-02-11 13:25:00,1.3844,1.3845,1.3840,1.3842
2021-02-11 13:20:00,1.3841,1.3844,1.3837,1.3844
2021-02-11 13:15:00,1.3840,1.3843,1.3838,1.3841
2021-02-11 13:10:00,1.3832,1.3840,1.3830,1.3839
2021-02-11 13:05:00,1.3831,1.3834,1.3828,1.3832
2021-02-11 13:00:00,1.3831,1.3833,1.3828,1.3830
2021-02-11 12:55:00,1.3831,1.3834,1.3829,1.3831
2021-02-11 12:50:00,1.3826,1.3831,1.3824,1.3831
2021-02-11 12:45:00,1.3827,1.3828,1.3822,1.3825
2021-02-11 12:40:00,1.3830,1.3832,1.3824,1.3827
2021-02-11 12:35:00,1.3828,1.3831,1.3826,1.3830
2021-02-11 12:30:00,1.3826,1.3828,1.3824,1.3828
2021-02-11 12:25:00,1.3828,1.3829,1.3824,1.3827
2021-02-11 12:20:00,1.3828,1.3830,1.3823,1.3827
2021-02-11 12:15:00,1.3830,1.3832,1.3826,1.3827
2021-02-11 12:10:00,1.3832,1.3834,1.3828,1.3830
2021-02-11 12:05:00,1.3826,1.3833,1.3822,1.3830
2021-02-11 12:00:00,1.3828,1.3829,1.3822,1.3826
2021-02-11 11:55:00,1.3825,1.3829,1.3822,1.3828
